TIME,DATA_VALUE,retrieved_at
20100604,1.98,2026-08-05
20100607,1.99,2026-08-05
20100608,1.95,2026-08-05
20100609,1.97,2026-08-05
20100610,2.02,2026-08-05
20100611,2.02,2026-08-05
20100614,2.02,2026-08-05
20100615,2.02,2026-08-05
20100616,2.01,2026-08-05
20100617,2.01,2026-08-05
20100618,2,2026-08-05
20100621,2.01,2026-08-05
20100622,2.01,2026-08-05
20100623,1.97,2026-08-05
20100624,2.02,2026-08-05
20100625,2.01,2026-08-05
20100628,1.99,2026-08-05
20100629,1.95,2026-08-05
20100630,2.03,2026-08-05
20100701,1.99,2026-08-05
20100702,1.99,2026-08-05
20100705,2,2026-08-05
20100706,2.05,2026-08-05
20100707,2.04,2026-08-05
20100708,2.02,2026-08-05
20100709,2.26,2026-08-05
20100712,2.27,2026-08-05
20100713,2.26,2026-08-05
20100714,2.26,2026-08-05
20100715,2.27,2026-08-05
20100716,2.25,2026-08-05
20100719,2.26,2026-08-05
20100720,2.27,2026-08-05
20100721,2.27,2026-08-05
20100722,2.27,2026-08-05
20100723,2.27,2026-08-05
20100726,2.27,2026-08-05
20100727,2.27,2026-08-05
20100728,2.27,2026-08-05
20100729,2.28,2026-08-05
20100730,2.28,2026-08-05
20100802,2.27,2026-08-05
20100803,2.27,2026-08-05
20100804,2.27,2026-08-05
20100805,2.28,2026-08-05
20100806,2.27,2026-08-05
20100809,2.27,2026-08-05
20100810,2.28,2026-08-05
20100811,2.29,2026-08-05
20100812,2.27,2026-08-05
20100813,2.27,2026-08-05
20100816,2.27,2026-08-05
20100817,2.27,2026-08-05
20100818,2.27,2026-08-05
20100819,2.28,2026-08-05
20100820,2.28,2026-08-05
20100823,2.26,2026-08-05
20100824,2.3,2026-08-05
20100825,2.29,2026-08-05
20100826,2.28,2026-08-05
20100827,2.28,2026-08-05
20100830,2.27,2026-08-05
20100831,2.28,2026-08-05
20100901,2.27,2026-08-05
20100902,2.27,2026-08-05
20100903,2.27,2026-08-05
20100906,2.26,2026-08-05
20100907,2.26,2026-08-05
20100908,2.27,2026-08-05
20100909,2.27,2026-08-05
20100910,2.27,2026-08-05
20100913,2.27,2026-08-05
20100914,2.27,2026-08-05
20100915,2.28,2026-08-05
20100916,2.28,2026-08-05
20100917,2.28,2026-08-05
20100920,2.28,2026-08-05
20100924,2.28,2026-08-05
20100927,2.27,2026-08-05
20100928,2.27,2026-08-05
20100929,2.26,2026-08-05
20100930,2.27,2026-08-05
20101001,2.27,2026-08-05
20101004,2.24,2026-08-05
20101005,2.18,2026-08-05
20101006,2.2,2026-08-05
20101007,2.28,2026-08-05
20101008,2.27,2026-08-05
20101011,2.27,2026-08-05
20101012,2.27,2026-08-05
20101013,2.27,2026-08-05
20101014,2.28,2026-08-05
20101015,2.27,2026-08-05
20101018,2.26,2026-08-05
20101019,2.28,2026-08-05
20101020,2.29,2026-08-05
20101021,2.28,2026-08-05
20101022,2.28,2026-08-05
20101025,2.25,2026-08-05
20101026,2.24,2026-08-05
20101027,2.24,2026-08-05
20101028,2.24,2026-08-05
20101029,2.26,2026-08-05
20101101,2.24,2026-08-05
20101102,2.23,2026-08-05
20101103,2.24,2026-08-05
20101104,2.24,2026-08-05
20101105,2.24,2026-08-05
20101108,2.24,2026-08-05
20101109,2.27,2026-08-05
20101110,2.26,2026-08-05
20101111,2.24,2026-08-05
20101112,2.24,2026-08-05
20101115,2.24,2026-08-05
20101116,2.49,2026-08-05
20101117,2.5,2026-08-05
20101118,2.5,2026-08-05
20101119,2.5,2026-08-05
20101122,2.51,2026-08-05
20101123,2.52,2026-08-05
20101124,2.54,2026-08-05
20101125,2.5,2026-08-05
20101126,2.5,2026-08-05
20101129,2.5,2026-08-05
20101130,2.51,2026-08-05
20101201,2.5,2026-08-05
20101202,2.5,2026-08-05
20101203,2.5,2026-08-05
20101206,2.5,2026-08-05
20101207,2.52,2026-08-05
20101208,2.52,2026-08-05
20101209,2.51,2026-08-05
20101210,2.5,2026-08-05
20101213,2.5,2026-08-05
20101214,2.49,2026-08-05
20101215,2.49,2026-08-05
20101216,2.5,2026-08-05
20101217,2.49,2026-08-05
20101220,2.5,2026-08-05
20101221,2.52,2026-08-05
20101222,2.53,2026-08-05
20101223,2.5,2026-08-05
20101224,2.5,2026-08-05
20101227,2.5,2026-08-05
20101228,2.49,2026-08-05
20101229,2.49,2026-08-05
20101230,2.49,2026-08-05
20101231,2.51,2026-08-05
20110103,2.49,2026-08-05
20110104,2.5,2026-08-05
20110105,2.49,2026-08-05
20110106,2.49,2026-08-05
20110107,2.49,2026-08-05
20110110,2.49,2026-08-05
20110111,2.5,2026-08-05
20110112,2.5,2026-08-05
20110113,2.74,2026-08-05
20110114,2.74,2026-08-05
20110117,2.74,2026-08-05
20110118,2.76,2026-08-05
20110119,2.77,2026-08-05
20110120,2.75,2026-08-05
20110121,2.75,2026-08-05
20110124,2.75,2026-08-05
20110125,2.75,2026-08-05
20110126,2.74,2026-08-05
20110127,2.74,2026-08-05
20110128,2.74,2026-08-05
20110131,2.75,2026-08-05
20110201,2.75,2026-08-05
20110207,2.75,2026-08-05
20110208,2.78,2026-08-05
20110209,2.77,2026-08-05
20110210,2.75,2026-08-05
20110211,2.75,2026-08-05
20110214,2.75,2026-08-05
20110215,2.74,2026-08-05
20110216,2.75,2026-08-05
20110217,2.75,2026-08-05
20110218,2.75,2026-08-05
20110221,2.75,2026-08-05
20110222,2.75,2026-08-05
20110223,2.75,2026-08-05
20110224,2.76,2026-08-05
20110225,2.76,2026-08-05
20110228,2.76,2026-08-05
20110302,2.75,2026-08-05
20110303,2.75,2026-08-05
20110304,2.75,2026-08-05
20110307,2.76,2026-08-05
20110308,2.75,2026-08-05
20110309,2.75,2026-08-05
20110310,2.99,2026-08-05
20110311,2.97,2026-08-05
20110314,2.96,2026-08-05
20110315,2.99,2026-08-05
20110316,3,2026-08-05
20110317,2.99,2026-08-05
20110318,2.99,2026-08-05
20110321,2.99,2026-08-05
20110322,3.01,2026-08-05
20110323,3.02,2026-08-05
20110324,3,2026-08-05
20110325,2.99,2026-08-05
20110328,2.99,2026-08-05
20110329,2.98,2026-08-05
20110330,2.98,2026-08-05
20110331,2.99,2026-08-05
20110401,2.98,2026-08-05
20110404,2.99,2026-08-05
20110405,3.03,2026-08-05
20110406,3.04,2026-08-05
20110407,3.01,2026-08-05
20110408,3.01,2026-08-05
20110411,3.01,2026-08-05
20110412,3,2026-08-05
20110413,3.01,2026-08-05
20110414,3.01,2026-08-05
20110415,3.01,2026-08-05
20110418,3,2026-08-05
20110419,3.03,2026-08-05
20110420,3.04,2026-08-05
20110421,3.02,2026-08-05
20110422,3.02,2026-08-05
20110425,3.02,2026-08-05
20110426,3.02,2026-08-05
20110427,3.01,2026-08-05
20110428,3.01,2026-08-05
20110429,3.02,2026-08-05
20110502,3.01,2026-08-05
20110503,3.01,2026-08-05
20110504,3.01,2026-08-05
20110506,3.01,2026-08-05
20110509,3.05,2026-08-05
20110511,3.03,2026-08-05
20110512,3.02,2026-08-05
20110513,3.02,2026-08-05
20110516,3.03,2026-08-05
20110517,3.03,2026-08-05
20110518,3.03,2026-08-05
20110519,3.02,2026-08-05
20110520,3.02,2026-08-05
20110523,3.02,2026-08-05
20110524,3.06,2026-08-05
20110525,3.05,2026-08-05
20110526,3.02,2026-08-05
20110527,3.03,2026-08-05
20110530,3.03,2026-08-05
20110531,3.03,2026-08-05
20110601,3.02,2026-08-05
20110602,3.02,2026-08-05
20110603,3,2026-08-05
20110607,3.04,2026-08-05
20110608,3.01,2026-08-05
20110609,3.02,2026-08-05
20110610,3.26,2026-08-05
20110613,3.26,2026-08-05
20110614,3.27,2026-08-05
20110615,3.26,2026-08-05
20110616,3.26,2026-08-05
20110617,3.26,2026-08-05
20110620,3.26,2026-08-05
20110621,3.29,2026-08-05
20110622,3.29,2026-08-05
20110623,3.26,2026-08-05
20110624,3.26,2026-08-05
20110627,3.26,2026-08-05
20110628,3.26,2026-08-05
20110629,3.26,2026-08-05
20110630,3.28,2026-08-05
20110701,3.26,2026-08-05
20110704,3.26,2026-08-05
20110705,3.3,2026-08-05
20110706,3.27,2026-08-05
20110707,3.26,2026-08-05
20110708,3.26,2026-08-05
20110711,3.26,2026-08-05
20110712,3.26,2026-08-05
20110713,3.26,2026-08-05
20110714,3.27,2026-08-05
20110715,3.26,2026-08-05
20110718,3.26,2026-08-05
20110719,3.26,2026-08-05
20110720,3.27,2026-08-05
20110721,3.26,2026-08-05
20110722,3.26,2026-08-05
20110725,3.26,2026-08-05
20110726,3.26,2026-08-05
20110727,3.26,2026-08-05
20110728,3.26,2026-08-05
20110729,3.27,2026-08-05
20110801,3.26,2026-08-05
20110802,3.26,2026-08-05
20110803,3.25,2026-08-05
20110804,3.25,2026-08-05
20110805,3.26,2026-08-05
20110808,3.25,2026-08-05
20110809,3.31,2026-08-05
20110810,3.29,2026-08-05
20110811,3.25,2026-08-05
20110812,3.24,2026-08-05
20110816,3.22,2026-08-05
20110817,3.2,2026-08-05
20110818,3.22,2026-08-05
20110819,3.23,2026-08-05
20110822,3.2,2026-08-05
20110823,3.25,2026-08-05
20110824,3.26,2026-08-05
20110825,3.26,2026-08-05
20110826,3.26,2026-08-05
20110829,3.26,2026-08-05
20110830,3.26,2026-08-05
20110831,3.27,2026-08-05
20110901,3.26,2026-08-05
20110902,3.26,2026-08-05
20110905,3.26,2026-08-05
20110906,3.25,2026-08-05
20110907,3.23,2026-08-05
20110908,3.27,2026-08-05
20110909,3.25,2026-08-05
20110914,3.26,2026-08-05
20110915,3.26,2026-08-05
20110916,3.25,2026-08-05
20110919,3.24,2026-08-05
20110920,3.27,2026-08-05
20110921,3.28,2026-08-05
20110922,3.25,2026-08-05
20110923,3.23,2026-08-05
20110926,3.24,2026-08-05
20110927,3.24,2026-08-05
20110928,3.26,2026-08-05
20110929,3.26,2026-08-05
20110930,3.28,2026-08-05
20111004,3.25,2026-08-05
20111005,3.23,2026-08-05
20111006,3.25,2026-08-05
20111007,3.25,2026-08-05
20111010,3.25,2026-08-05
20111011,3.24,2026-08-05
20111012,3.24,2026-08-05
20111013,3.24,2026-08-05
20111014,3.24,2026-08-05
20111017,3.22,2026-08-05
20111018,3.27,2026-08-05
20111019,3.26,2026-08-05
20111020,3.25,2026-08-05
20111021,3.23,2026-08-05
20111024,3.24,2026-08-05
20111025,3.24,2026-08-05
20111026,3.23,2026-08-05
20111027,3.23,2026-08-05
20111028,3.23,2026-08-05
20111031,3.26,2026-08-05
20111101,3.25,2026-08-05
20111102,3.25,2026-08-05
20111103,3.25,2026-08-05
20111104,3.25,2026-08-05
20111107,3.26,2026-08-05
20111108,3.27,2026-08-05
20111109,3.28,2026-08-05
20111110,3.26,2026-08-05
20111111,3.25,2026-08-05
20111114,3.25,2026-08-05
20111115,3.26,2026-08-05
20111116,3.26,2026-08-05
20111117,3.26,2026-08-05
20111118,3.26,2026-08-05
20111121,3.26,2026-08-05
20111122,3.27,2026-08-05
20111123,3.26,2026-08-05
20111124,3.26,2026-08-05
20111125,3.26,2026-08-05
20111128,3.26,2026-08-05
20111129,3.25,2026-08-05
20111130,3.27,2026-08-05
20111201,3.26,2026-08-05
20111202,3.25,2026-08-05
20111205,3.25,2026-08-05
20111206,3.27,2026-08-05
20111207,3.26,2026-08-05
20111208,3.26,2026-08-05
20111209,3.25,2026-08-05
20111212,3.26,2026-08-05
20111213,3.26,2026-08-05
20111214,3.25,2026-08-05
20111215,3.26,2026-08-05
20111216,3.25,2026-08-05
20111219,3.26,2026-08-05
20111220,3.28,2026-08-05
20111221,3.3,2026-08-05
20111222,3.26,2026-08-05
20111223,3.26,2026-08-05
20111226,3.26,2026-08-05
20111227,3.26,2026-08-05
20111228,3.28,2026-08-05
20111229,3.27,2026-08-05
20111230,3.29,2026-08-05
20120102,3.25,2026-08-05
20120103,3.25,2026-08-05
20120104,3.24,2026-08-05
20120105,3.25,2026-08-05
20120106,3.25,2026-08-05
20120109,3.25,2026-08-05
20120110,3.28,2026-08-05
20120111,3.28,2026-08-05
20120112,3.25,2026-08-05
20120113,3.25,2026-08-05
20120116,3.26,2026-08-05
20120117,3.26,2026-08-05
20120118,3.26,2026-08-05
20120119,3.27,2026-08-05
20120120,3.27,2026-08-05
20120125,3.23,2026-08-05
20120126,3.26,2026-08-05
20120127,3.26,2026-08-05
20120130,3.27,2026-08-05
20120131,3.27,2026-08-05
20120201,3.26,2026-08-05
20120202,3.25,2026-08-05
20120203,3.25,2026-08-05
20120206,3.24,2026-08-05
20120207,3.28,2026-08-05
20120208,3.27,2026-08-05
20120209,3.25,2026-08-05
20120210,3.25,2026-08-05
20120213,3.25,2026-08-05
20120214,3.25,2026-08-05
20120215,3.25,2026-08-05
20120216,3.25,2026-08-05
20120217,3.25,2026-08-05
20120220,3.26,2026-08-05
20120221,3.25,2026-08-05
20120222,3.25,2026-08-05
20120223,3.25,2026-08-05
20120224,3.25,2026-08-05
20120227,3.25,2026-08-05
20120228,3.25,2026-08-05
20120229,3.26,2026-08-05
20120302,3.25,2026-08-05
20120305,3.24,2026-08-05
20120306,3.25,2026-08-05
20120307,3.22,2026-08-05
20120308,3.26,2026-08-05
20120309,3.25,2026-08-05
20120312,3.25,2026-08-05
20120313,3.25,2026-08-05
20120314,3.25,2026-08-05
20120315,3.25,2026-08-05
20120316,3.25,2026-08-05
20120319,3.25,2026-08-05
20120320,3.25,2026-08-05
20120321,3.25,2026-08-05
20120322,3.25,2026-08-05
20120323,3.25,2026-08-05
20120326,3.25,2026-08-05
20120327,3.25,2026-08-05
20120328,3.24,2026-08-05
20120329,3.23,2026-08-05
20120330,3.24,2026-08-05
20120402,3.24,2026-08-05
20120403,3.24,2026-08-05
20120404,3.22,2026-08-05
20120405,3.24,2026-08-05
20120406,3.27,2026-08-05
20120409,3.25,2026-08-05
20120410,3.23,2026-08-05
20120412,3.24,2026-08-05
20120413,3.24,2026-08-05
20120416,3.24,2026-08-05
20120417,3.24,2026-08-05
20120418,3.24,2026-08-05
20120419,3.24,2026-08-05
20120420,3.25,2026-08-05
20120423,3.25,2026-08-05
20120424,3.26,2026-08-05
20120425,3.26,2026-08-05
20120426,3.26,2026-08-05
20120427,3.26,2026-08-05
20120430,3.26,2026-08-05
20120502,3.25,2026-08-05
20120503,3.25,2026-08-05
20120504,3.24,2026-08-05
20120507,3.24,2026-08-05
20120508,3.29,2026-08-05
20120509,3.28,2026-08-05
20120510,3.26,2026-08-05
20120511,3.25,2026-08-05
20120514,3.26,2026-08-05
20120515,3.26,2026-08-05
20120516,3.26,2026-08-05
20120517,3.26,2026-08-05
20120518,3.26,2026-08-05
20120521,3.26,2026-08-05
20120522,3.26,2026-08-05
20120523,3.26,2026-08-05
20120524,3.26,2026-08-05
20120525,3.26,2026-08-05
20120529,3.26,2026-08-05
20120530,3.26,2026-08-05
20120531,3.27,2026-08-05
20120601,3.25,2026-08-05
20120604,3.27,2026-08-05
20120605,3.27,2026-08-05
20120607,3.26,2026-08-05
20120608,3.26,2026-08-05
20120611,3.26,2026-08-05
20120612,3.26,2026-08-05
20120613,3.26,2026-08-05
20120614,3.26,2026-08-05
20120615,3.26,2026-08-05
20120618,3.26,2026-08-05
20120619,3.25,2026-08-05
20120620,3.26,2026-08-05
20120621,3.26,2026-08-05
20120622,3.26,2026-08-05
20120625,3.25,2026-08-05
20120626,3.25,2026-08-05
20120627,3.24,2026-08-05
20120628,3.25,2026-08-05
20120629,3.26,2026-08-05
20120702,3.25,2026-08-05
20120703,3.25,2026-08-05
20120704,3.25,2026-08-05
20120705,3.25,2026-08-05
20120706,3.25,2026-08-05
20120709,3.25,2026-08-05
20120710,3.29,2026-08-05
20120711,3.25,2026-08-05
20120712,3,2026-08-05
20120713,3,2026-08-05
20120716,3.01,2026-08-05
20120717,3.01,2026-08-05
20120718,3,2026-08-05
20120719,3.01,2026-08-05
20120720,3,2026-08-05
20120723,3,2026-08-05
20120724,3,2026-08-05
20120725,3.01,2026-08-05
20120726,3,2026-08-05
20120727,3,2026-08-05
20120730,3,2026-08-05
20120731,3.02,2026-08-05
20120801,3,2026-08-05
20120802,2.99,2026-08-05
20120803,3,2026-08-05
20120806,2.99,2026-08-05
20120807,2.99,2026-08-05
20120808,2.99,2026-08-05
20120809,3,2026-08-05
20120810,2.99,2026-08-05
20120813,2.99,2026-08-05
20120814,3,2026-08-05
20120816,3,2026-08-05
20120817,2.99,2026-08-05
20120820,2.99,2026-08-05
20120821,3,2026-08-05
20120822,3,2026-08-05
20120823,3,2026-08-05
20120824,3,2026-08-05
20120827,2.99,2026-08-05
20120828,3,2026-08-05
20120829,3,2026-08-05
20120830,3,2026-08-05
20120831,3.01,2026-08-05
20120903,3,2026-08-05
20120904,3.01,2026-08-05
20120905,3,2026-08-05
20120906,3,2026-08-05
20120907,3.01,2026-08-05
20120910,2.99,2026-08-05
20120911,2.99,2026-08-05
20120912,2.99,2026-08-05
20120913,2.99,2026-08-05
20120914,2.99,2026-08-05
20120917,2.99,2026-08-05
20120918,2.99,2026-08-05
20120919,2.99,2026-08-05
20120920,3,2026-08-05
20120921,3,2026-08-05
20120924,3,2026-08-05
20120925,2.99,2026-08-05
20120926,2.99,2026-08-05
20120927,2.99,2026-08-05
20120928,3.01,2026-08-05
20121002,2.99,2026-08-05
20121004,3.01,2026-08-05
