,change_bp,ruptures(pen=20),MarkovRegression(k=2),hmmlearn(states=2)
2023-11-08,-2.6000000000000227,0,1,1
2023-11-09,-9.499999999999943,0,1,1
2023-11-10,2.499999999999943,0,1,1
2023-11-13,4.699999999999932,0,1,1
2023-11-14,-2.699999999999932,0,1,1
2023-11-15,-16.299999999999898,0,1,1
2023-11-16,-2.7000000000000455,0,1,1
2023-11-17,1.4999999999999432,0,1,1
2023-11-20,-5.999999999999943,0,1,1
2023-11-21,-3.500000000000057,0,1,1
2023-11-22,5.0,0,1,1
2023-11-23,-5.0,0,1,1
2023-11-24,6.5,0,1,1
2023-11-27,-1.3000000000000114,0,1,1
2023-11-28,-2.6999999999999886,0,1,1
2023-11-29,-9.5,0,1,1
2023-11-30,5.700000000000102,0,1,1
2023-12-01,0.2999999999999545,0,1,1
2023-12-04,-7.500000000000057,0,1,1
2023-12-05,-4.999999999999943,0,1,1
2023-12-06,-3.500000000000057,0,1,1
2023-12-07,3.500000000000057,0,1,1
2023-12-08,-4.10000000000008,0,1,1
2023-12-11,2.6000000000000227,0,1,1
2023-12-12,-3.0,0,1,1
2023-12-13,-0.39999999999997726,0,1,1
2023-12-14,-22.5,0,1,1
2023-12-15,4.699999999999932,0,1,1
2023-12-18,-0.9999999999999432,0,1,1
2023-12-19,-3.2999999999999545,0,1,1
2023-12-20,-2.800000000000068,0,1,1
2023-12-21,1.5,0,1,1
2023-12-22,-0.0999999999999659,0,1,1
2023-12-26,-2.5,0,1,1
2023-12-27,-1.1000000000000796,0,1,1
2023-12-28,-7.999999999999943,0,1,1
2024-01-02,13.000000000000057,0,1,1
2024-01-03,2.999999999999943,0,1,0
2024-01-04,-4.999999999999943,0,1,0
2024-01-05,5.199999999999989,0,0,0
2024-01-08,1.7999999999998977,0,0,0
2024-01-09,-3.999999999999943,0,0,0
2024-01-10,3.1999999999999886,0,0,0
2024-01-11,-2.999999999999943,0,0,0
2024-01-12,-1.1999999999999886,0,0,0
2024-01-15,-1.0000000000000568,0,0,0
2024-01-16,2.0,0,0,0
2024-01-17,4.5,0,0,0
2024-01-18,1.1999999999999886,0,0,0
2024-01-19,4.300000000000011,0,0,0
2024-01-22,-4.0,0,0,0
2024-01-23,0.0,0,0,0
2024-01-24,2.1999999999999886,0,0,0
2024-01-25,1.8000000000000114,0,0,0
2024-01-26,-2.8000000000000114,0,0,0
2024-01-29,5.400000000000034,0,0,0
2024-01-30,-8.0,0,0,0
2024-01-31,-1.6000000000000227,0,0,0
2024-02-01,0.0,0,0,0
2024-02-02,-5.5,0,0,0
2024-02-05,9.200000000000045,0,0,0
2024-02-06,0.19999999999998863,0,0,0
2024-02-07,-0.19999999999998863,0,0,0
2024-02-08,2.2999999999998977,0,0,0
2024-02-13,4.000000000000057,0,0,0
2024-02-14,5.0,0,0,0
2024-02-15,-1.5,0,0,0
2024-02-16,0.0,0,0,0
2024-02-19,-1.3000000000000114,0,0,0
2024-02-20,2.5,0,0,0
2024-02-21,-1.6999999999999318,0,0,0
2024-02-22,-4.5,0,0,0
2024-02-23,4.999999999999943,0,0,0
2024-02-26,-7.899999999999977,0,0,0
2024-02-27,2.900000000000034,0,0,0
2024-02-28,2.1999999999999886,0,0,0
2024-02-29,2.7999999999999545,0,0,0
2024-03-04,-4.5,0,0,0
2024-03-05,-2.0,0,0,0
2024-03-06,-3.800000000000068,0,0,0
2024-03-07,2.000000000000057,0,0,0
2024-03-08,-7.599999999999966,0,0,0
2024-03-11,2.599999999999966,0,0,0
2024-03-12,-1.3999999999999773,0,0,0
2024-03-13,-0.6000000000000227,0,0,0
2024-03-14,2.7999999999999545,0,0,0
2024-03-15,5.500000000000057,0,0,0
2024-03-18,2.1999999999999886,0,0,0
2024-03-19,4.300000000000068,0,0,0
2024-03-20,-3.500000000000057,0,0,0
2024-03-21,-3.1999999999999886,0,0,0
2024-03-22,-4.400000000000034,0,0,0
2024-03-25,1.599999999999966,0,0,0
2024-03-26,3.2000000000000455,0,0,0
2024-03-27,-3.6999999999999886,0,0,0
2024-03-28,0.49999999999994316,0,0,0
2024-03-29,2.2000000000000455,0,0,0
2024-04-01,-2.599999999999966,0,0,0
2024-04-02,4.89999999999992,0,0,0
2024-04-03,2.5000000000001137,0,0,0
2024-04-04,0.8999999999999773,0,0,0
2024-04-05,-2.400000000000034,0,0,0
2024-04-08,5.199999999999989,0,0,0
2024-04-09,1.8000000000000114,0,0,0
2024-04-11,8.199999999999989,0,0,0
2024-04-12,-5.0,0,0,0
2024-04-15,2.0,0,0,0
2024-04-16,7.0,0,0,0
2024-04-17,-0.19999999999998863,0,0,0
2024-04-18,-6.0,0,0,0
2024-04-19,2.5,0,0,0
2024-04-22,6.200000000000102,0,0,0
2024-04-23,-1.7000000000001023,0,0,0
2024-04-24,1.7000000000001023,0,0,0
2024-04-25,5.89999999999992,0,0,0
2024-04-26,-2.6000000000000227,0,0,0
2024-04-29,0.5,0,0,0
2024-04-30,-4.0,0,0,0
2024-05-02,-0.8000000000000114,0,0,0
2024-05-03,-2.5,0,0,0
2024-05-07,-8.0,0,0,0
2024-05-08,-0.5,0,0,0
2024-05-09,2.5,0,0,0
2024-05-10,-2.1999999999999886,0,0,0
2024-05-13,2.0,0,0,0
2024-05-14,-1.0,0,0,0
2024-05-16,-8.0,0,0,0
2024-05-17,-1.0,0,0,0
2024-05-20,4.199999999999989,0,0,0
2024-05-21,-0.19999999999998863,0,0,0
2024-05-22,-1.0,0,0,0
2024-05-23,-2.0,0,0,0
2024-05-24,4.2000000000000455,0,0,0
2024-05-27,-1.0000000000000568,0,0,0
2024-05-28,-2.000000000000057,0,0,0
2024-05-29,5.800000000000068,0,0,0
2024-05-30,2.6999999999999886,0,0,0
2024-05-31,1.8000000000000114,0,0,0
2024-06-03,-4.300000000000011,0,0,0
2024-06-04,-6.5,0,0,0
2024-06-05,-4.0,0,0,0
2024-06-07,-4.699999999999989,0,0,0
2024-06-10,4.699999999999989,0,0,0
2024-06-11,-1.599999999999966,0,0,0
2024-06-12,-4.600000000000023,0,0,0
2024-06-13,-1.8000000000000114,0,0,0
2024-06-14,-5.199999999999989,0,0,0
2024-06-17,-2.5,0,0,0
2024-06-18,0.19999999999998863,0,0,0
2024-06-19,-5.199999999999989,0,0,0
2024-06-20,4.5,0,0,0
2024-06-21,-2.8000000000000114,0,0,0
2024-06-24,2.000000000000057,0,0,0
2024-06-25,0.7999999999999545,0,0,0
2024-06-26,0.5,0,0,0
2024-06-27,2.0,0,0,0
2024-06-28,-3.500000000000057,0,0,0
2024-07-01,4.700000000000102,0,0,0
2024-07-02,-2.7000000000001023,0,0,0
2024-07-03,-0.49999999999994316,0,0,0
2024-07-04,-4.000000000000057,0,0,0
2024-07-05,-1.9999999999999432,0,0,0
2024-07-08,-0.5000000000000568,0,0,0
2024-07-09,-0.9999999999999432,0,0,0
2024-07-10,-0.5,0,0,0
2024-07-11,2.6999999999999886,0,0,0
2024-07-12,-5.5,0,0,0
2024-07-15,0.8000000000000114,0,0,0
2024-07-16,-3.7999999999999545,0,0,0
2024-07-17,0.30000000000001137,0,0,0
2024-07-18,-0.5000000000001137,0,0,0
2024-07-19,1.7000000000000455,0,0,0
2024-07-22,-0.8999999999999773,0,0,0
2024-07-23,2.8999999999999773,0,0,0
2024-07-24,-4.0,0,0,0
2024-07-25,-1.0,0,0,0
2024-07-26,-1.7999999999999545,0,0,0
2024-07-29,-6.2000000000000455,0,0,0
2024-07-30,1.3000000000000114,0,0,0
2024-07-31,0.19999999999998863,0,0,0
2024-08-01,-4.5,0,0,0
2024-08-02,-4.199999999999989,0,0,0
2024-08-05,-7.800000000000011,0,0,0
2024-08-06,10.5,0,0,0
2024-08-07,0.5,0,0,0
2024-08-08,-0.19999999999998863,0,0,0
2024-08-09,1.1999999999999886,0,0,0
2024-08-12,-1.0,0,0,0
2024-08-13,-2.6999999999999886,0,0,0
2024-08-14,-3.5,0,0,0
2024-08-16,3.5,0,0,0
2024-08-19,1.0,0,0,0
2024-08-20,1.5,0,0,0
2024-08-21,-0.30000000000001137,0,0,0
2024-08-22,-1.4999999999999432,0,0,0
2024-08-23,2.2999999999999545,0,0,0
2024-08-26,-3.0,0,0,0
2024-08-27,9.0,0,0,0
2024-08-28,-1.5,0,0,0
2024-08-29,2.1999999999999886,0,0,0
2024-08-30,1.6000000000000227,0,0,0
2024-09-02,3.6999999999999886,0,0,0
2024-09-03,-0.5,0,0,0
2024-09-04,-7.300000000000011,0,0,0
2024-09-05,-1.5,0,0,0
2024-09-06,-4.5,0,0,0
2024-09-09,4.2999999999999545,0,0,0
2024-09-10,-2.2999999999999545,0,0,0
2024-09-11,-6.899999999999977,0,0,0
2024-09-12,3.1999999999999886,0,0,0
2024-09-13,-4.300000000000011,0,0,0
2024-09-19,4.199999999999989,0,0,0
2024-09-20,2.3000000000000114,0,0,0
2024-09-23,3.3000000000000114,0,0,0
2024-09-24,0.6999999999999886,0,0,0
2024-09-25,-3.5,0,0,0
2024-09-26,0.30000000000001137,0,0,0
2024-09-27,-0.30000000000001137,0,0,0
2024-09-30,-0.5,0,0,0
2024-10-02,-5.699999999999989,0,0,0
2024-10-04,6.0,0,0,0
2024-10-07,10.600000000000023,0,0,0
2024-10-08,-2.1000000000000227,0,0,0
2024-10-10,0.6999999999999886,0,0,0
2024-10-11,-1.0,0,0,0
2024-10-14,0.6999999999999886,0,0,0
2024-10-15,-3.6999999999999886,0,0,0
2024-10-16,-4.199999999999989,0,0,0
2024-10-17,3.1999999999999886,0,0,0
2024-10-18,4.300000000000011,0,0,0
2024-10-21,-2.3000000000000114,0,0,0
2024-10-22,7.0,0,0,0
2024-10-23,0.0,0,0,0
2024-10-24,-5.699999999999989,0,0,0
2024-10-25,-1.0,0,0,0
2024-10-28,6.699999999999989,0,0,0
2024-10-29,-0.6999999999999886,0,0,0
2024-10-30,-1.8000000000000114,0,0,0
2024-10-31,-0.6999999999999886,0,0,0
2024-11-01,-0.5000000000000568,0,0,0
2024-11-04,0.5000000000000568,0,0,0
2024-11-05,-1.9999999999999432,0,0,0
2024-11-06,6.199999999999989,0,0,0
2024-11-07,-4.300000000000068,0,0,0
2024-11-08,-5.699999999999989,0,0,0
2024-11-11,-0.19999999999998863,0,0,0
2024-11-12,-2.0,0,0,0
2024-11-13,4.699999999999989,0,0,0
2024-11-14,1.3000000000000682,0,0,0
2024-11-15,0.49999999999994316,0,0,0
2024-11-18,-2.0,0,0,0
2024-11-19,-2.5,0,0,0
2024-11-20,-2.1999999999999886,0,0,0
2024-11-21,-3.3000000000000114,0,0,0
2024-11-22,0.0,0,0,0
2024-11-25,-6.0,0,0,0
2024-11-26,-1.8000000000000114,0,0,0
2024-11-27,-2.099999999999966,0,0,0
2024-11-28,-9.600000000000023,0,0,0
2024-11-29,-2.5,0,0,0
2024-12-02,-5.999999999999943,0,0,0
2024-12-03,1.1999999999999886,0,0,0
2024-12-04,5.2999999999999545,0,0,0
2024-12-05,-3.0,0,0,0
2024-12-06,0.9000000000000341,0,0,0
2024-12-09,-7.2000000000000455,0,0,0
2024-12-10,-3.1999999999999886,0,0,0
2024-12-11,4.699999999999989,0,0,0
2024-12-12,1.3000000000000682,0,0,0
2024-12-13,-2.500000000000057,0,0,0
2024-12-16,3.7000000000000455,0,0,0
2024-12-17,7.7999999999999545,0,0,0
2024-12-18,-5.5,0,0,0
2024-12-19,7.5,0,0,0
2024-12-20,5.0,0,0,0
2024-12-23,-1.4999999999999432,0,0,0
2024-12-24,3.8999999999999204,0,0,0
2024-12-26,3.000000000000057,0,0,0
2024-12-27,-2.900000000000034,0,0,0
2024-12-30,-1.3999999999999773,0,0,0
2025-01-02,-12.900000000000034,0,0,0
2025-01-03,2.3000000000000114,0,0,0
2025-01-06,5.5,0,0,0
2025-01-07,-2.6000000000000227,0,0,0
2025-01-08,-0.8999999999999773,0,0,0
2025-01-09,0.8999999999999773,0,0,0
2025-01-10,4.600000000000023,0,0,0
2025-01-13,3.5,0,0,0
2025-01-14,-2.999999999999943,0,0,0
2025-01-15,2.8999999999999773,0,0,0
2025-01-16,-6.400000000000034,0,0,0
2025-01-17,0.4000000000000341,0,0,0
2025-01-20,5.099999999999966,0,0,0
2025-01-21,-5.5,0,0,0
2025-01-22,1.3999999999999773,0,0,0
2025-01-23,0.6000000000000227,0,0,0
2025-01-24,3.1000000000000227,0,0,0
2025-01-31,-0.4000000000000341,0,0,0
2025-02-03,-3.499999999999943,0,0,0
2025-02-04,1.7999999999999545,0,0,0
2025-02-05,-2.8000000000000114,0,0,0
2025-02-06,-0.8999999999999773,0,0,0
2025-02-07,3.6999999999999886,0,0,0
2025-02-10,-0.2999999999999545,0,0,0
2025-02-11,1.4999999999999432,0,0,0
2025-02-12,2.8000000000000114,0,0,0
2025-02-13,-0.8000000000000114,0,0,0
2025-02-14,-2.599999999999966,0,0,0
2025-02-17,2.099999999999966,0,0,0
2025-02-18,1.3000000000000114,0,0,0
2025-02-19,-0.5,0,0,0
2025-02-20,1.0,0,0,0
2025-02-21,-3.3000000000000114,0,0,0
2025-02-24,-2.999999999999943,0,0,0
2025-02-25,-2.7000000000000455,0,0,0
2025-02-26,-4.199999999999989,0,0,0
2025-02-27,-0.30000000000001137,0,0,0
2025-02-28,-4.999999999999943,0,0,0
2025-03-04,0.6999999999999318,0,0,0
2025-03-05,6.800000000000011,0,0,0
2025-03-06,3.0,0,0,0
2025-03-07,-4.300000000000011,0,0,0
2025-03-10,4.5,0,0,0
2025-03-11,-5.0,0,0,0
2025-03-12,0.30000000000001137,0,0,0
2025-03-13,1.7000000000000455,0,0,0
2025-03-14,3.7999999999999545,0,0,0
2025-03-17,-1.0,0,0,0
2025-03-18,-1.3000000000000114,0,0,0
2025-03-19,0.7999999999999545,0,0,0
2025-03-20,-0.49999999999994316,0,0,0
2025-03-21,1.0,0,0,0
2025-03-24,1.0,0,0,0
2025-03-25,-0.19999999999998863,0,0,0
2025-03-26,4.0,0,0,0
2025-03-27,-0.6000000000000227,0,0,0
2025-03-28,-0.6999999999999886,0,0,0
2025-03-31,-7.300000000000011,0,0,0
2025-04-01,1.900000000000034,0,0,0
2025-04-02,-2.1000000000000227,0,0,0
2025-04-03,-1.8999999999999773,0,0,0
2025-04-04,-5.399999999999977,0,0,0
2025-04-07,-4.500000000000057,0,0,0
2025-04-08,2.900000000000034,0,0,0
2025-04-09,4.899999999999977,0,0,0
2025-04-10,-1.2999999999999545,0,0,0
2025-04-11,-2.2000000000000455,0,0,0
2025-04-14,-0.30000000000001137,0,0,0
2025-04-15,-2.5,0,0,0
2025-04-16,-4.199999999999989,0,0,0
2025-04-17,2.6999999999999886,0,0,0
2025-04-18,-3.199999999999932,0,0,0
2025-04-21,-2.000000000000057,0,0,0
2025-04-22,2.5,0,0,0
2025-04-23,-2.7999999999999545,0,0,0
2025-04-24,2.7999999999999545,0,0,0
2025-04-25,-4.2000000000000455,0,0,0
2025-04-28,1.2000000000000455,0,0,0
2025-04-29,2.0,0,0,0
2025-04-30,-4.000000000000057,0,0,0
2025-05-02,2.500000000000057,0,0,0
2025-05-07,0.6999999999999886,0,0,0
2025-05-08,2.3000000000000114,0,0,0
2025-05-09,4.699999999999989,0,0,0
2025-05-12,2.000000000000057,0,0,0
2025-05-13,3.2999999999999545,0,0,0
2025-05-14,-1.2999999999999545,0,0,0
2025-05-15,-0.20000000000004547,0,0,0
2025-05-16,-4.0,0,0,0
2025-05-19,7.5,0,0,0
2025-05-20,-2.3000000000000114,0,0,0
2025-05-21,3.8000000000000114,0,0,0
2025-05-22,-2.0,0,0,0
2025-05-23,2.5,0,0,0
2025-05-26,0.5,0,0,0
2025-05-27,-6.5,0,0,0
2025-05-28,-0.30000000000001137,0,0,0
2025-05-29,5.800000000000011,0,0,0
2025-05-30,1.1999999999999886,0,0,0
2025-06-02,2.3000000000000114,0,0,0
2025-06-04,9.699999999999989,0,0,0
2025-06-05,-0.19999999999998863,0,0,0
2025-06-09,-2.8000000000000114,0,0,0
2025-06-10,-3.5,0,0,0
2025-06-11,0.8000000000000114,0,0,0
2025-06-12,-1.5,0,0,0
2025-06-13,2.500000000000057,0,0,0
2025-06-16,2.499999999999943,0,0,0
2025-06-17,-0.30000000000001137,0,0,0
2025-06-18,0.8000000000000114,0,0,0
2025-06-19,0.19999999999998863,0,0,0
2025-06-20,-2.0,0,0,0
2025-06-23,1.0,0,0,0
2025-06-24,-4.699999999999989,0,0,0
2025-06-25,0.0,0,0,0
2025-06-26,-4.5,0,0,0
2025-06-27,1.0,0,0,0
2025-06-30,2.1999999999999886,0,0,0
2025-07-01,-2.1999999999999886,0,0,0
2025-07-02,5.0,0,0,0
2025-07-03,-2.5,0,0,0
2025-07-04,2.400000000000034,0,0,0
2025-07-07,0.5999999999999659,0,0,0
2025-07-08,1.1999999999999886,0,0,0
2025-07-09,-0.5,0,0,0
2025-07-10,-3.900000000000034,0,0,0
2025-07-11,2.2000000000000455,0,0,0
2025-07-14,5.699999999999989,0,0,0
2025-07-15,-0.6999999999999886,0,0,0
2025-07-16,-0.8000000000000114,0,0,0
2025-07-17,3.5,0,0,0
2025-07-18,-3.5,0,0,0
2025-07-21,-2.0,0,0,0
2025-07-22,-1.6999999999999886,0,0,0
2025-07-23,-0.8000000000000114,0,0,0
2025-07-24,2.5,0,0,0
2025-07-25,0.30000000000001137,0,0,0
2025-07-28,-3.0,0,0,0
2025-07-29,-0.8999999999999773,0,0,0
2025-07-30,-1.8999999999999773,0,0,0
2025-07-31,-0.7000000000000455,0,0,0
2025-08-01,4.5,0,0,0
2025-08-04,-6.0,0,0,0
2025-08-05,-1.0,0,0,0
2025-08-06,1.5,0,0,0
2025-08-07,-1.8000000000000114,0,0,0
2025-08-08,1.0,0,0,0
2025-08-11,1.3000000000000114,0,0,0
2025-08-12,1.4999999999999432,0,0,0
2025-08-13,0.0,0,0,0
2025-08-14,-1.7999999999999545,0,0,0
2025-08-18,5.300000000000011,0,0,0
2025-08-19,2.1999999999999886,0,0,0
2025-08-20,-1.0,0,0,0
2025-08-21,-0.5,0,0,0
2025-08-22,1.8000000000000114,0,0,0
2025-08-25,-0.8000000000000114,0,0,0
2025-08-26,0.30000000000001137,0,0,0
2025-08-27,-3.2999999999999545,0,0,0
2025-08-28,-0.7000000000000455,0,0,0
2025-08-29,-0.19999999999998863,0,0,0
2025-09-01,3.3999999999999773,0,0,0
2025-09-02,2.5,0,0,0
2025-09-03,3.900000000000034,0,0,0
2025-09-04,-3.1000000000000227,0,0,0
2025-09-05,-1.3000000000000114,0,0,0
2025-09-08,-1.0,0,0,0
2025-09-09,-3.0,0,0,0
2025-09-10,0.30000000000001137,0,0,0
2025-09-11,-1.8000000000000114,0,0,0
2025-09-12,0.30000000000001137,0,0,0
2025-09-15,0.5,0,0,0
2025-09-16,-2.2999999999999545,0,0,0
2025-09-17,-2.2000000000000455,0,0,0
2025-09-18,-2.3999999999999773,0,0,0
2025-09-19,6.099999999999966,0,0,0
2025-09-22,1.8000000000000114,0,0,0
2025-09-23,-2.0,0,0,0
2025-09-24,3.6999999999999886,0,0,0
2025-09-25,3.8000000000000114,0,0,0
2025-09-26,5.0,0,0,0
2025-09-29,0.10000000000002274,0,0,0
2025-09-30,0.39999999999997726,0,0,0
2025-10-01,2.7000000000000455,0,0,0
2025-10-02,-0.8000000000000114,0,0,0
2025-10-10,-0.20000000000004547,0,0,0
2025-10-13,-5.0,0,0,0
2025-10-14,-4.599999999999966,0,0,0
2025-10-15,-0.19999999999998863,0,0,0
2025-10-16,6.099999999999966,0,0,0
2025-10-17,-4.800000000000011,0,0,0
2025-10-20,2.0,0,0,0
2025-10-21,1.3000000000000114,0,0,0
2025-10-22,-4.5,0,0,0
2025-10-23,5.199999999999989,0,0,0
2025-10-24,-0.19999999999998863,0,0,0
2025-10-27,5.0,0,0,0
2025-10-28,-2.3000000000000114,0,0,0
2025-10-29,4.300000000000011,0,0,0
2025-10-30,7.5,0,0,0
2025-10-31,0.30000000000001137,0,0,0
2025-11-03,3.6999999999999886,0,0,0
2025-11-04,-1.3000000000000114,0,0,0
2025-11-05,4.800000000000011,0,0,0
2025-11-06,8.200000000000045,0,0,0
2025-11-07,0.7999999999999545,0,0,0
2025-11-10,1.0,0,0,0
2025-11-11,-3.7999999999999545,0,0,0
2025-11-12,6.799999999999898,0,0,0
2025-11-13,0.20000000000010232,0,0,0
2025-11-14,6.800000000000011,0,0,0
2025-11-17,-2.800000000000068,0,0,0
2025-11-18,-4.2000000000000455,0,0,0
2025-11-19,2.2000000000001023,0,0,0
2025-11-20,4.999999999999886,0,0,0
2025-11-21,-5.699999999999932,0,0,0
2025-11-24,1.5,0,0,0
2025-11-25,-2.5,0,0,0
2025-11-26,-1.5,0,0,0
2025-11-27,10.499999999999943,0,0,0
2025-11-28,-0.9999999999999432,0,0,0
2025-12-01,4.5,0,0,0
2025-12-02,-4.5,0,0,0
2025-12-03,2.0,0,0,0
2025-12-04,1.0,0,0,0
2025-12-05,-2.3000000000000114,0,0,0
2025-12-08,5.099999999999966,0,0,0
2025-12-09,5.0,0,0,0
2025-12-10,-8.299999999999955,0,0,0
2025-12-11,-0.39999999999997726,0,0,0
2025-12-12,4.5,0,0,0
2025-12-15,-7.699999999999989,0,0,0
2025-12-16,-1.900000000000034,0,0,0
2025-12-17,0.6999999999999886,0,0,0
2025-12-18,-1.1999999999999886,0,0,0
2025-12-19,4.499999999999943,0,0,0
2025-12-22,1.0000000000000568,0,0,0
2025-12-23,1.1999999999999318,0,0,0
2025-12-24,-2.999999999999943,0,0,0
2025-12-26,3.2999999999999545,0,0,0
2025-12-29,-2.5,0,0,0
2025-12-30,3.000000000000057,0,0,0
2026-01-02,0.0,0,0,0
2026-01-05,1.0,0,0,0
2026-01-06,0.5,0,0,0
2026-01-07,-4.2999999999999545,0,0,0
2026-01-08,-1.2000000000000455,0,0,0
2026-01-09,4.199999999999989,0,0,0
2026-01-12,0.8000000000000114,0,0,0
2026-01-13,2.1999999999999886,0,0,0
2026-01-14,0.30000000000001137,0,0,0
2026-01-15,8.000000000000057,0,0,0
2026-01-16,0.0,0,0,0
2026-01-19,6.499999999999943,0,0,0
2026-01-20,8.100000000000023,0,0,0
2026-01-21,-4.899999999999977,0,0,0
2026-01-22,-4.700000000000102,0,0,0
2026-01-23,3.000000000000057,0,0,0
2026-01-26,-3.5,0,0,0
2026-01-27,-1.7999999999999545,0,0,0
2026-01-28,-1.0000000000000568,0,0,0
2026-01-29,4.5,0,0,0
2026-01-30,4.900000000000034,0,0,0
2026-02-02,-0.6000000000000227,0,0,0
2026-02-03,5.699999999999989,0,0,0
2026-02-04,5.800000000000068,0,0,0
2026-02-05,-2.800000000000068,0,0,0
2026-02-06,2.5,0,0,0
2026-02-09,4.400000000000034,0,0,0
2026-02-10,-8.0,0,0,0
2026-02-11,-4.600000000000023,0,0,0
2026-02-12,-2.0,0,0,0
2026-02-13,-5.0,0,0,0
2026-02-19,2.0,0,0,0
2026-02-20,-4.800000000000011,0,0,0
2026-02-23,4.0,0,1,0
2026-02-24,1.1999999999999886,0,1,0
2026-02-25,-3.1999999999999886,0,1,0
2026-02-26,-8.5,0,1,1
2026-02-27,-2.6999999999999886,0,1,1
2026-03-03,17.500000000000057,0,1,1
2026-03-04,1.6999999999999318,0,1,1
2026-03-05,-5.699999999999989,0,1,1
2026-03-06,3.6999999999999886,0,1,1
2026-03-09,12.500000000000114,0,1,1
2026-03-10,-12.300000000000125,0,1,1
2026-03-11,-0.6999999999999886,0,1,1
2026-03-12,3.6999999999999886,0,1,1
2026-03-13,5.10000000000008,0,1,1
2026-03-16,-2.000000000000057,0,1,1
2026-03-17,2.000000000000057,0,1,1
2026-03-18,-9.000000000000057,0,1,1
2026-03-19,7.5,0,1,1
2026-03-20,5.0,0,1,1
2026-03-23,15.0,0,1,1
2026-03-24,-4.699999999999989,0,1,1
2026-03-25,1.6999999999999886,0,1,1
2026-03-26,-0.5,0,1,1
2026-03-27,7.5,0,1,1
2026-03-30,-3.0,0,1,1
2026-03-31,-1.8000000000000114,0,1,1
2026-04-01,-18.69999999999999,0,1,1
2026-04-02,10.5,0,1,1
2026-04-03,-5.100000000000023,0,1,1
2026-04-06,-1.8999999999999773,0,1,1
2026-04-07,3.0,0,1,1
2026-04-08,-12.300000000000011,0,1,1
2026-04-09,2.3000000000000114,0,1,1
2026-04-10,3.0,0,1,1
2026-04-13,2.6999999999999886,0,1,1
2026-04-14,-5.999999999999886,0,1,1
2026-04-15,0.2999999999998977,0,1,1
2026-04-16,1.7000000000001023,0,1,1
2026-04-17,4.299999999999898,0,1,1
2026-04-20,-3.0,0,1,1
2026-04-21,-2.8999999999999773,0,1,1
2026-04-22,4.10000000000008,0,1,1
2026-04-23,8.999999999999886,0,1,1
2026-04-24,2.8000000000000114,0,1,1
2026-04-27,0.5,0,1,1
2026-04-28,4.500000000000057,0,1,1
2026-04-29,-2.2999999999999545,0,1,1
2026-04-30,7.299999999999898,0,1,1
2026-05-04,1.8000000000000114,0,1,1
2026-05-06,0.20000000000004547,0,1,1
2026-05-07,-5.900000000000034,0,1,1
2026-05-08,2.7999999999999545,0,1,1
2026-05-11,4.600000000000023,0,1,1
2026-05-12,11.500000000000057,0,1,1
2026-05-13,-1.0000000000000568,0,1,1
2026-05-14,3.1999999999999886,0,1,1
2026-05-15,13.300000000000011,0,1,1
2026-05-18,2.6999999999999886,0,1,1
2026-05-19,-4.199999999999932,0,1,1
2026-05-20,-1.0000000000000568,0,1,1
2026-05-21,-1.2999999999998977,0,1,1
2026-05-22,-5.60000000000008,0,1,1
2026-05-26,-5.100000000000023,0,1,1
2026-05-27,3.2000000000001023,0,1,1
2026-05-28,3.7999999999998977,0,1,1
2026-05-29,-7.999999999999943,0,1,1
2026-06-01,11.39999999999992,0,1,1
2026-06-02,-4.2999999999999545,0,1,1
2026-06-04,9.10000000000008,0,1,1
2026-06-05,2.4999999999998295,0,1,1
2026-06-08,9.300000000000068,0,1,1
2026-06-09,-7.300000000000011,0,1,1
2026-06-10,-0.6999999999999886,0,1,1
2026-06-11,5.0,0,1,1
2026-06-12,-12.0,0,1,1
2026-06-15,-7.5,0,1,1
2026-06-16,-0.9999999999999432,0,1,1
2026-06-17,-4.7999999999999545,0,1,1
2026-06-18,5.699999999999875,0,1,1
2026-06-19,5.100000000000023,0,1,1
2026-06-22,2.1999999999999886,0,1,1
2026-06-23,-3.0,0,1,1
2026-06-24,1.1000000000000227,0,1,1
2026-06-25,-1.7999999999999545,0,1,1
2026-06-26,-3.800000000000068,0,1,1
2026-06-29,2.3000000000000114,0,1,1
2026-06-30,-7.0,0,1,1
2026-07-01,13.500000000000057,0,1,1
2026-07-02,-2.000000000000057,0,1,0
2026-07-03,1.0,0,0,0
2026-07-06,1.0000000000000568,0,0,0
2026-07-07,1.1999999999999318,0,0,0
2026-07-08,3.300000000000068,0,0,0
2026-07-09,1.1999999999999318,0,0,0
2026-07-10,-2.599999999999966,0,0,0
2026-07-13,3.1000000000000796,0,0,0
2026-07-14,7.299999999999898,0,0,0
2026-07-15,-0.8000000000000114,0,0,0
2026-07-16,-3.1999999999999886,0,0,0
2026-07-20,4.199999999999932,0,0,0
2026-07-21,-1.1999999999999318,0,0,0
2026-07-22,5.5,0,0,0
2026-07-23,1.2000000000001023,0,0,0
2026-07-24,4.7999999999999545,0,0,0
2026-07-27,-11.500000000000057,0,0,0
2026-07-28,-3.8000000000000114,0,0,0
2026-07-29,-3.6999999999999886,0,0,0
2026-07-30,5.600000000000023,0,0,0
2026-07-31,-4.900000000000034,0,0,0
2026-08-03,-0.19999999999998863,0,0,0
2026-08-04,-0.5,0,0,0
2026-08-05,-9.999999999999943,0,0,0
2026-08-06,3.7999999999999545,0,0,0
